target,source,flow
01F0557N,01F0099N,6
01F3227N,01F1123N,1
03F2079S,03F2336S,37
03A0015S,03F0337S,31
03F1860S,01F2866S,11
01F0980S,01F0681S,1
01F3736N,01F3286N,7
01H0579S,03F2125N,1
01H0206S,03F0846S,8
03F1944S,03F1941N,1
03F2152S,01F2603S,13
01F0509S,03F0698N,1
01F0339S,01F2483S,5
01F2394S,03F2840S,2
03F1992N,03F0961N,7
01F3126N,03F1128N,3
03F2066N,01F2674S,2
03F1022N,01F0256N,9
01F0681N,01F0557S,3
01F2425N,01F0233N,7
03F1395N,03F1128N,21
01F0880N,01F0147N,1
03F3187N,03F3101N,9
01F0213N,03F0447S,1
01F2866S,01F3286S,4
01F0509S,03F1395S,12
01F1664N,03F1633N,84
01F0950S,03F1215S,2
03F2260N,03F0394N,4
03F0158S,03F3496S,1
01F3696N,01F3525N,568
03F0301S,01F0557S,36
01F1572N,03F0996N,3
03F0301S,01F1774S,14
03F3307N,01F0750N,1
01F0293S,01F1839S,4
03F3854S,03F4263S,49
01F0532N,03A0041N,1
01F1389S,03F2923S,1
01F0339S,03F3854S,2
03F1395N,01H0271N,5
03F1215S,01F3286S,1
01F0532S,01F3252S,3
03F1944S,03F2777S,2
03F2709S,03F3496S,10
03F2066S,03F3259S,3
01F1621S,03F3445S,1
01F1292S,01F1465S,32
01F0147N,01F0005N,8
03A0041S,03F0648S,48
01F2249N,01F2156N,78
03F2709S,01F3227S,3
03F1257N,01F1725S,1
01F0339S,01F3525S,5
01F0557N,01F0467N,702
01F2827S,01F3561S,1
01F2866N,03F3743S,1
03F2078N,01F1802N,4
01F3590N,01F1725N,7
01F1664S,01F3019S,7
01F0099S,03F0846S,1
03F1161N,03F0021N,3
01F2603N,03F2078N,1
03F0559S,03F1257S,10
01F0532N,01F0213N,2
03F1739N,05F0287S,1
03A0015S,03F0021N,218
03F3743S,01F3696N,2
03F0394S,01F3686S,10
01F1621N,01F1572N,82
03F2614S,03F2614N,2
01F3227N,01F3286N,1
01F1389S,01F2866S,1
03F2129S,01F2930S,1
01F3185N,01F1839N,54
01F1774N,01F0293N,33
01F0750N,01H0200N,74
03F3743N,03F2840N,18
03F1485N,01H0208N,2
01F1389N,01F0532N,2
01F0509S,01F2674S,4
01F1664N,01F0681N,2
01F0293S,01F0413S,3
01F0182S,03F2535S,1
03F2194N,03F1860N,9
03F1860S,03F2923S,10
01F3126S,01F3686S,38
03A0015S,01F1389S,1
03F0498N,03F0447N,923
01F0293S,01H0610S,1
01F0880N,01F0339N,216
01F3398N,01F2156N,9
01F0633S,03F0394N,2
03F1128S,01F2394S,1
01F3019N,01F2011N,13
01F0532S,03F2985S,1
03F0698S,03F4263S,1
03F0447S,03F1944S,1
03F2840S,01F2866S,3
01F1802N,03F0021N,2
03F0337S,01H0447S,5
01F1839S,01F3185S,50
01F0061S,01F0467S,95
03A0041S,01F1960S,4
01F1572N,03F0217N,1
03F2153N,01F0233N,2
03F0301S,01F0633S,2
03F2066S,03F3307S,10
01F2394N,03F1710N,2
01F2674N,03F2125N,1
01F3640N,01F3185S,1
01H0305S,01F0979N,1
01F0578S,03F1485S,4
01F0980S,03F1860S,59
01F1725S,01F3460S,1
03F0961S,01F2156S,2
01F0681N,01F0633S,1
01F1123S,01F2322S,5
01F0099S,03F0217S,26
01F2394N,01F1664N,10
03F1485N,03F0559N,15
03F0116S,05F0439S,11
03F3392N,03F0559N,1
01F1774N,03F1779S,4
01F1123N,01F0664N,22
03F0136S,03F1739S,4
03F0961S,03F1991S,14
01F0293S,01F3126S,1
03F2840S,03F4142S,4
03F1161S,03F1739S,1
03F2125N,03F1128N,8
01F3590N,01F0509N,4
01F3019N,01F0293N,1
03F2261S,01F3686S,10
03F1651N,05F0287S,1
03F1779N,01F0681N,1
03F1332S,03F2535S,1
01F0233N,05F0439S,74
03F0961S,03F2985N,1
01F0248S,01F1664S,24
01F0578S,01F3460S,1
03F3307N,01F0979N,1
01F3525N,03F2777S,1
03F4232N,03F2125N,37
03F2777N,03F2535N,13
01F0413S,01F0467S,17
05F0438N,01F0155S,9
03F3916N,03F3670N,1
03F2125N,01H0271N,7
03F0996S,01F3525S,5
03F2129S,03F2535S,137
03F1128S,01F3686S,5
03F1051S,03F1739S,44
01F2930S,03F3187N,1
03F0201S,03F2194S,1
01F3083N,03F2415N,1
03F1633S,03F2194S,4
01F0005S,03F1633S,2
01H0174N,05F0055S,1
01F0248S,01F1045S,25
01F0557N,03F0394N,117
01F2322S,01F2603S,91
03F3259N,03F2231N,2
01F1123N,01F1045N,8
01F0017S,01H0447S,15
03F1779S,01F3252S,6
01F3252N,03F0447N,3
03F0394S,01F2394S,8
03F0648N,03F0447N,528
03F3496S,01F2930N,3
01F0467S,01F1960S,17
01F0293S,03F2261S,4
03F3496N,01F2425N,2
03F3445N,03F3496S,1
03F2100S,01F3460S,1
01F0182S,01F0750S,5
01F3252N,01F2483N,23
01F1389N,01H0200N,1
01F0532N,01H0208N,5
01F2156N,03F2415S,1
01H0200N,01F0029N,1
01F0750N,01F0532N,209
03F2840S,03F4018S,8
01F2714N,01F2514N,85
03F0846N,03F0054N,2
01F3019S,03F4232S,1
01F0005S,03F0201S,18
01F1906S,01F2714S,8
03F2100N,01F3126S,1
03F2923N,03F2614N,32
01F0928S,01F3590S,7
01H0447S,01F0928S,2
03F0525N,01F0467S,20
03F0337S,01F2156S,4
01F0147S,01F0467S,8
01F3227N,01F2322N,10
01F3185N,03F2747N,3
01F1960N,01F1389N,20
01F1572S,03F3445S,1
01F1664S,01F3126S,6
01F2011S,01F3185S,43
05F0528N,05F0287N,3
03F2066S,03F2125N,2
01F0467N,03F1651S,1
03F1779N,03A0015N,2
03F3211N,03F3211S,5
01F2156N,03F0447N,13
03F0447S,03F4232S,3
01F1572N,05F0055S,1
01F0578S,03F1739S,9
03F2709S,03F4168S,1
01F0061S,01F2394S,1
01F2425N,01F0557N,2
01F3525N,01F0979N,3
03F0961N,03F0961N,844
03F0158S,01F0467N,1
01H0579S,03F1161S,7
01F3696N,01F0880N,3
03F1051S,01F3460S,1
03F4232N,01F3126N,3
03F3259N,03F3101N,41
01F0467S,03F2840S,1
03F2709S,03F3445S,8
01F3019N,03F3259N,5
01F1572S,01F1906N,1
01F3590N,03F3211N,1
01F1621S,01F3227S,2
03F0525S,01F3590S,4
03F0559S,03F2066S,2
01F0509S,01H0200N,1
01F3185N,03F2415N,2
03F2336N,03F0961N,2
01H0608N,01F0509N,2
03F2078N,01F0467N,4
01F1906S,03F1633N,4
01F0880N,03F0648S,1
01F2714N,01F2674N,405
01F0293S,03F0447S,23
03F2336N,03F2336N,165
03F2153N,01F0633N,1
03F2078N,01F1906N,27
01F2249N,01F1664S,1
03F4142N,03F3588N,50
03F1651S,01F2156S,6
03F0116N,01F0750S,7
01F1664S,03F2261S,4
01F1465N,03F0217N,1
01F0509S,01F0532N,10
03F1860N,03F0150N,1
01F3590N,03F3854S,3
01F1906S,03F1051N,3
03F2306S,01F2674S,1
03A0015S,03F1860S,3
01F0293S,01F3019S,4
03F1485N,01F0029N,1
03F1651S,03F1991S,61
03F2535N,03F2100N,82
01F1802S,03F2100S,3
01F2249N,03F2100N,3
01F0155S,01H0579S,18
01F0681N,01F0017N,6
03F2078N,03F0394N,4
01F1725N,03F1395N,5
03F2306N,01F0633N,1
03F0087S,01F0509S,3
03F1257N,01F0256N,1
03F2923N,03F2923N,442
01H0206S,03F1633S,3
01F3083N,01F1839N,17
01F0664S,03F1779S,6
01F3696N,01F3686S,2
03F0158S,01F0928N,1
05F0309N,01F0979N,3
01F0980S,01F1389S,27
01F3185N,01F0928S,1
03F0648N,01F0880S,2
03A0041S,03F2840S,3
03F0846N,01F0584N,10
01F0017S,05F0000S,4
01F1802N,03F1860S,2
05F0528N,03F1710S,1
03F1395N,01F0956N,1
03F3101N,01F1774N,1
03F2923N,03F0961N,1
03F0648S,01F2322S,3
03F0006S,03F2152S,1
03F2194N,03A0041N,1
01F3286N,01F3640S,1
01F2714N,03F2066S,2
01F0061S,01F3686S,1
01F0928N,01F0681S,1
03F0136S,03F1485S,1
01F0557S,01F1045S,8
01F0182S,01F1292S,4
01F0980S,03F0021N,3
03F2078N,01F0928N,4
01F2483N,03F2840S,1
01F0750S,01F1465S,8
03F2923N,03F2336N,4
01F1621N,01F0061N,4
03F1051S,03F1485S,20
05F0287N,03F4263S,1
03F0301S,01F1621S,5
01F0880N,01H0447N,4
03F2152S,01F2714S,1
03F0337S,03F1991S,5
01F2714N,03F1332N,2
03F0648N,03A0015N,18
01F1621S,03F2923S,1
03F1128N,03F0996N,54
01F0584N,03A0041N,2
03F1332S,03F4232S,1
01F1960N,01F2011N,1
01F0467S,01F0633S,407
01F0928N,01F0233N,344
03F0559S,01F0979N,21
03F3101S,03F3670S,4
01F2089N,01F0880N,3
03F0698S,03F1485S,3
03F1739N,03F1257N,12
03F2129S,03F4232S,25
01F0633S,03F4142S,1
01F0928S,01F2394S,11
01F0928N,03F0116S,17
01F0339S,01F2425S,31
03F2840N,03F2078N,13
03F3101S,03F3743S,24
01H0447N,05F0439S,29
03F0783S,03F1022S,1
03F2840S,03F4168S,3
01F0980S,01F1572S,27
03F2306S,01F3252S,2
03F2100N,01F1839N,8
01F1389S,03F3445S,1
01F3227S,03F3588N,1
03F2336S,01F3640S,1
01F2011N,01F0532N,4
03F0394S,01F3590S,12
01F1664N,03F2336S,1
03F0783S,03F1128S,1
01F0880S,01F3640S,5
01F0339S,03F3307S,1
03F2840S,03F3445S,23
03F2194S,01F2249S,4
03A0041N,03A0015N,1464
03F1395N,01F0584N,4
01F2011N,03F1485N,9
05F0055S,05F0494S,49
01F3366S,01F3736S,2
03F0447S,01F1292S,26
01F3525S,03F3743N,2
01F0248S,01F2156S,6
03F2066S,01F3525S,1
01F3126S,01F3590S,58
01F0264S,03F0559S,30
01F0633S,03F4018S,2
03F4021N,01F2322N,2
01F3676N,01F1774N,1
01H0305S,03F1257S,5
01F1389S,01F1906N,1
01F2394S,01F2514S,50
03F3916N,03F2231N,2
01F2514N,01F1725N,13
03F2194N,03F1779N,5
05F0309S,05F0494S,69
03F3101S,03F3392S,22
03F2125N,01F1572N,2
03F2100S,03F4263S,5
01F3525N,03F2066S,3
03F0301S,01F1960S,5
01F3640N,03F2336N,3
03F0996S,03F3307S,2
03F0961S,01F1664S,26
01F2514N,01F0155N,1
01F3696N,03F2777N,3
01F3185N,03F2261S,1
01F3227N,03F0447N,8
03A0041S,01F0633S,1
03F3588N,03F3211N,2
03F2125N,01H0174N,2
03F3445S,03F3588S,6
01F2714N,01F0979N,6
03F0394N,01F0233N,3
05F0528N,01F1725S,3
01F2249S,03F3854S,1
03F1651N,03F1257N,8
03F0996S,01F2425S,2
01H0447S,01H0610S,1
03F0394N,03F0116S,1
01F0376N,01F2603S,1
03F0498N,03A0015N,38
03F1051N,01F0979N,1096
01F2827S,01F3366S,16
01F0509S,01F2827S,1
03F1128S,01F3590S,4
03F3187S,03F3496S,78
01F0248S,03F1991S,2
03F3211S,03F3211S,107
01F3590N,01F3460N,194
01H0163S,03F0846S,1
03F1710N,03F0447N,2
01F3640N,03F0961N,1
01F0928N,01H0333N,4
01F2394S,01F3640S,5
01F3227N,01F2483N,28
03F3187S,01F3227S,31
01F0980S,03F0201N,3
03F0006S,03F2079S,1
01F0633S,01F2866S,3
01F2156S,03F3743S,1
01F3525N,01F2674N,34
01F3640N,03F2923N,14
01F2089S,01F2714S,26
01F2249S,01F2483S,22
01F0182S,03F0338N,1
03F0698S,01F3460S,2
01F0633S,03F1215S,1
05F0528N,03F2100S,1
01F1960N,01F0293N,6
03F0846S,03F3101S,1
05F0309N,03F2066S,1
01F0928S,01F3686S,9
01F0256N,01F0256N,2008
01F2011N,01H0200N,4
01F1725S,03F4263S,1
01F0880S,01F2514S,9
05F0287N,03F1739S,2
03F0961S,01F1045S,140
01F1621N,01H0271N,13
01F2011S,03F2614N,1
01F0293S,03F2129S,5
01F2514N,01F0509N,1
03F2709N,03F2447N,3
03F0783N,03F0783S,14
01F3460N,03F2100S,1
01F2930N,03F2125N,1
01F0248S,01H0447S,982
03F1860S,03F3496S,8
01F0467N,01F0233N,998
03F0394N,01F0248S,2
01F1572S,01F2866S,1
01F0664N,01H0200N,14
03F1485S,03F2235S,1
01F0928N,01F0633N,428
01F0633N,05F0000S,1
03A0041S,01F1621S,4
03F0447S,01F2930S,3
03F1651N,01F0509N,14
01F0017S,01F1045S,2
01F0376S,01F0681S,1
03F1860S,01F3227S,12
01F3590N,05F0287S,1
03F0447N,01F0017N,3
03F2306S,01F2827S,1
01F1123N,01F0750N,14
03F3445S,01F3398S,3
01F0467N,03F0116S,24
03F2415S,01F3640S,12
01F1725N,01F1621N,483
03F1860N,03F1051N,18
01F1839N,03F0338N,1
01F0099S,03F0054N,1
03F2078N,01F2866S,4
03F0698N,03F0217N,1
03F1257N,03F1022N,2
03F3496N,03F2840N,7
01F2394S,03F2535N,2
03A0015S,03F0201N,184
03F1710S,03F1739S,504
01F3686S,01F3640S,1
01H0579S,01F2483S,1
01F2394N,03F0648N,4
03F0525S,01F3686S,6
05F0055N,01F0376S,12
03F2447S,01F2425N,16
01F3019N,01F1389N,1
03F0698S,03F1739S,20
03F3307N,01F2674N,1
03F4021N,01F3286N,26
03F0447S,01F0750S,25
03F3670N,01F1774N,1
03F1992N,03F0525N,10
01F3525N,01F2514N,5
03F1257S,01F1802S,5
03F0116N,03F0338N,2
03A0041S,01F0017N,27
01F3252N,01F2322N,7
01F2714N,03F1941N,3
01F1664N,03F0447N,34
01F1664S,03F2129S,4
01H0579S,01F1802S,21
01F2249N,03F1991S,15
01F3398N,01F1664N,2
03F2535N,03F1991S,1
01F2483N,03F2260N,1
01F1774S,01F2156S,86
03F0201N,01F0376S,8
01F0557S,01F2156S,2
01F1045N,01F0532N,40
03F0116N,01H0305S,143
01F2514N,03F1257N,1
03F1257S,01F2483S,1
01F0264S,01F2714S,2
03F1633N,01F0979N,16
03F1332S,03F1944S,1
03F1161N,01F0557N,1
01F0017S,01F1664S,1
03F1779S,01F2674S,2
03F2100N,03F0301N,3
03F2709S,03F4142S,3
03F4142N,01F2930N,3
01F0557S,03F1991S,1
03F1651S,01F1664S,191
03F0447S,03F2535S,5
01F3398N,03F1710N,1
03F1944S,01F1292N,1
03F2614N,03F0525N,2
03F3445S,03F3916S,10
03F0559S,03F2777S,2
01F0467S,01F1621S,20
01F0509S,01F3252S,2
03F3916N,01F1465N,1
03F1739N,01F0509N,9
03F0337S,01F1045S,39
01F1774S,03F1991S,1
03F3854N,01F3366N,3
03F0087S,01F0532S,1
01F3640N,03F2614N,11
03F3854N,01F2089N,4
01F2394N,01F2156N,53
01F0880N,01F0557S,4
03F2415N,01F0880N,3
03F1051S,03F4263S,3
03F1215S,03F1860S,21
03F1992N,01H0579N,3
01F1045N,01H0200N,17
03F2125N,01F0061N,4
03F1710S,01F1621N,1
03F0525S,01F2394S,3
01F0532S,03F1395S,5
01F0880S,01F1774S,49
03F1779N,03F0447N,35
03F0846N,03F0846S,3
01F0061S,01F3590S,1
03F2614S,01F3185S,9
03F2415S,01F2514S,1
01F2603N,03F0021N,1
03F1860N,03F1633N,23
01F3286N,01F0339N,7
01F1725N,03F1739S,22
01F0664N,01F0532N,142
03F1257N,03F1215N,140
01F0467S,01F0017N,1
01F0293S,01F0928S,44
01F0155S,01F0339S,6
03F2260N,01F0005N,1
03F0006S,03A0041N,183
01F3525N,03F1739N,1
01F0017N,01F0005N,32
03F4232N,01F3525S,1
01F1292N,03F0698N,12
01F0557N,01F0376S,1
05F0287N,01H0163S,18
01F0256N,03F0136S,7
03F3670S,01F3366N,1
03F0337S,01F1664S,16
01F0293S,03F0301N,1
03F1633N,03F1332N,29
03F3445S,01F3286S,6
01F1774N,01F1389N,188
03F3916N,03F3101N,7
03F2447N,03F1633N,1
03F2709S,03F4018S,8
03F3187S,03F3445S,93
01F1906S,03F2415S,2
01F3019N,01F2930N,431
03F4232N,03F3854S,1
01F2011N,03F0698N,8
03F3854N,03F2923N,8
01F0928S,03F0338N,4
03F1633N,01F0750N,2
03F0648S,01F1664S,26
01F0681S,01F1664S,6
03A0041S,01F2514S,2
01F0293S,03F2614S,1
01F1725S,01F1725S,849
03F1485S,03F1633S,50
01F0182S,01F3686S,1
01F0681N,01F0339N,228
01F0950S,01F0980S,16
03F0394N,03F0201N,31
03F2777N,03F2840S,2
03F0301S,01F0339N,3
03F3259N,01F0532N,1
03F1128S,01F2930S,1
01F2249N,03F1710N,3
01F0980S,01F3286S,11
03F2535N,03F1710N,1
03F1860N,01F0681N,1
03F0394S,03F2535S,4
03F0116N,01F0467S,47
01F0980S,03F3916S,1
03F1739N,03F0846N,10
03F3854N,03F2336N,3
01F0532S,01F2674S,1
03F0201N,01F0005N,50
05F0001N,01F0155S,8
01F0557N,01F0664S,3
03F1332S,01F2394S,1
01F0467S,01F3640S,5
03F0525N,01F0750S,1
03F3445S,03F3445N,2
01F1774S,01F2322S,30
01F0928S,03F4232S,2
03F2129S,01F2394S,16
01F2866N,03F2129S,1
01F1802N,01F0248S,1
03F2535S,03F2777S,15
01F1725S,03F2100S,2
01F3019S,01F3590S,73
01F0017S,01F0264S,44
05F0287N,03F1710S,1
03F1710N,03F0150N,1
03F0301N,01H0305S,1
01F0681S,01F1045S,14
03F3187S,03F4168S,1
03F1215N,03F1215N,285
01F1123N,01F0979N,219
03F0648S,01F1045S,45
01F2674S,03F3101S,2
01F0578S,03F1051S,10
01F0155S,01F0509S,44
03F0087S,01H0579S,1
05F0055N,01F0005N,5
03F0846N,01H0271N,18
01F3252N,03F1633N,1
01F0017S,05F0439S,13
01F2089N,03F0338N,4
03F1128N,01F0155S,1
01H0333N,05F0000S,1
03F2840N,01F0233N,1
01F3366N,03F0338N,2
01F0147N,01F0099N,10
01F2089S,01F2603S,68
01F0578S,03F2100S,5
03F2078N,05F0309S,3
03F2261S,03F2535S,42
01F1389S,01F3227S,2
03F1215N,03F1022N,4
03F0158S,03F2923S,1
01F3252N,01F2714N,17
01F2425N,01F2394N,142
05F0287N,05F0287N,322
01F0467S,01F2514S,13
01F1906S,03F2336S,4
01F1960N,03F1651N,32
03F1161N,01F0633N,7
03F1860S,01F1802N,7
01F1389S,03F3496S,1
03F2194S,01F2011N,7
01F0467S,01F3083S,2
01F3126N,01F0061N,1
03A0015S,01F0633N,1
01F3252N,03F1051N,2
03F3101N,03F2840N,21
03F0394S,01F2930S,3
03F2709S,03F2923S,81
03F1128S,03F2535S,2
03F2129S,01F3686S,39
01H0271N,05F0055S,3
03F3392N,03F1779N,1
01F3590N,01F3126N,23
03F2336S,03F2709S,1
03F1332S,01F3686S,1
03F2260N,03F2153N,155
03F2535N,01F2322S,1
03F0217N,05F0494S,10
03A0041S,01F3640S,2
01F1621N,01F0956N,2
01F3185N,03F3743S,24
03F1651N,03F0846N,2
01F0633S,01F0664S,207
03F2100S,03F2100S,824
01F0578S,01F1725S,55
01F3525N,01F1292N,1
03F4232N,03F3211N,1
03F4142N,01F1389N,1
03F1051S,03F3211S,1
03F0783N,01F0928S,1
01F1802N,01F0633N,15
01F3252S,01F3366S,8
03F0158S,05F0309S,698
03F2535N,01F1664N,1
01F0980S,01F3398S,2
01F2249N,01F1664N,7
01F3398N,03F1991S,1
01F0557N,01F0005N,25
03F0201N,01F0664S,2
03F0394S,01F0750S,26
03F1395N,01F0061N,2
01F0928N,01F0557N,37
03F2235S,03F3101S,3
03F3916N,03F2709N,5
01F3083S,01F3083N,1
03F2840S,03F3496S,12
01F2866N,01F1839N,22
05F0055N,01F0664S,1
03F0140N,01H0206S,2
01F2156S,01F3126S,7
01F3398N,03F2985N,6
03F0648N,03F0559S,1
03F3307N,03F3187N,48
03F0783N,03F0301N,24
03F2840S,01F3227S,12
01H0579S,01F3525S,1
01F3185N,03F3670S,5
03F2125N,01F0584N,8
01F0681N,03F0648S,8
01F2603N,01F2394N,32
03F0996S,03F3259S,2
01F1725N,03F1022N,1
01F3083N,03F3392S,1
03F2152S,03F2415S,94
01F1292N,01H0200N,6
01F0339S,01F0578S,58
01F0233N,05F0000S,5
03F0301S,03F0648S,41
03F2899N,03F2899N,51
01H0610S,01F0750S,10
03F2840N,01F2249N,4
01F0061S,01F0750S,19
03F1051S,03F2100S,8
03F1779N,03F0150N,4
01F3286S,03F2985N,1
01F1621S,03F4142S,1
01F3590N,03F2125N,6
01F2514N,03F0846N,1
03F0116S,05F0000S,18
03F2100N,03F1992N,5
01F0633S,03F2923S,1
03A0041S,01F0557S,13
01F0264S,01F2603S,7
01F2394N,01F1664S,1
03F3259N,03F2194N,2
03F1161S,03F2100S,2
03F0961N,01H0579N,1
01F2930N,05F0287S,1
03F2923N,03F0525N,2
03A0041S,01F1774S,18
03F1944S,03F2066S,119
03F3187S,01F1802N,1
03F0116N,01F2394S,1
01F1774N,01H0608N,2
01F1839N,01F0880N,7
01F1045N,03F0698N,64
01F2674N,01F1725N,4
01F0147S,01F1292S,1
01F0339N,05F0439S,3
03F1022N,03F1022N,234
03F1051S,01F1725S,27
01F0061S,01F2930S,1
01F3640N,01F2089N,22
03F3854N,03F2614N,3
01F3640N,01F3366N,704
03F3743N,01F1774N,1
03F0136S,01F1725S,9
01F0980S,01F0633N,6
01F3083N,03F3670S,1
01F2483N,03F2535N,2
01F1725N,03F1710S,7
01F2156N,03F1051N,2
01F1774N,03F0140N,8
03F0006S,01F0029N,1
03F0996S,03F1161S,78
03F0116S,01F2156S,1
03F0201N,05F0309S,4
01F0339S,05F0287S,1
03F1992N,01F3185S,16
03F1161S,01F1725S,1
01F3525N,03F3187N,7
03F0006S,01F0293S,5
01F2249S,01F3525S,4
03F2306S,03F2985S,10
01F1664N,03F0150N,2
03F0116S,03F1991S,1
01F3227S,03F3259N,1
03F4232N,01F1725N,2
05FR113S,05FR113S,29
01F1664S,03F2614S,1
05F0001N,03F0217N,1
01F2714S,03F1941N,1
01F2156N,03F1633N,4
03F0447S,01F3590S,7
01F0681N,01H0447N,8
03F1161N,01F0233N,2
03F2079S,01F2603S,2
01F2322N,01F0339N,1
01F0664N,03F1395S,1
03F2415S,03F2709S,1
03F2152S,03F2336S,100
03A0015S,01F0233N,1
03F3916N,01F2827S,1
01F1123S,01F1664S,83
03F1215S,03F1651S,42
01F0182S,01F0467S,148
03F1779S,03F2447S,2
03F1860S,03F3445S,8
03F3445N,03F2153N,21
03F0525S,03F0338N,1
03F2078N,01F0005N,1
03F2066S,03F3854S,24
03F2336N,03F0525N,1
01F1802S,01F3460S,4
01F0467S,01F0557S,1063
03F1128N,03F0217N,1
01F0467S,01F1774S,54
03F0217N,03F0140N,379
01F1802N,03F0116S,1
01F0584N,01F0213N,7
03F2415N,03F0338N,4
01F0880N,01F0017N,8
01F2394N,03F2100N,2
03F0559N,03F0301N,96
03F0961N,03F0525N,100
03F1860S,03F4168S,2
03F2923N,01H0579N,1
01F0376N,03F0559S,3
01F3525N,01F0664N,4
01F0339S,03F1161S,7
03F3445N,03F2306N,5
01F3227N,03F3307N,37
01F1292N,01F0532N,11
03F4142N,03F2066N,5
01F1802N,01F0233N,28
03F0136S,03F0136S,940
01F2674N,01F0509N,4
03F3211S,03F4263S,1
03F1395N,01H0174N,1
03F1051N,01F0750N,36
01F2514S,03F2985N,2
01F3398N,01F3083N,36
03F0559N,01F0928S,1
03F0394S,01F1292S,29
01F1725N,03F1215N,30
01F0880S,01F1621S,20
03F2153N,03F0021N,1
01F2156S,01F3019S,5
01F0557N,05F0309S,12
03F1651S,03F0648N,1
01F0293S,03F0783S,4
03F1051S,03F1051S,757
01F2714N,01F0750N,2
03F0525S,03F4232S,2
03F1860S,01F1906N,24
01F2930N,03F3259S,1
01F1621S,01F2866S,1
03F1710S,03F1710S,236
01F0532S,01F0532N,28
03F0698S,03F0698S,230
01H0305S,01F1465S,8
01F0005S,03F0054N,1
01F3252N,01F1123N,3
01F2483S,01F3460S,10
03F1332S,01F3185S,1
01H0305S,01F3083S,2
03F2777N,03F2777S,10
03F0961S,03F3496S,2
01F2089N,03F0525N,1
01H0305S,01F2514S,7
01F2603N,03F2066N,3
01F3398N,01F2603N,3
01F1292N,03F0846N,7
03F3743N,03F1779N,2
03F2129S,01F3185S,20
01H0447S,01F0880S,7
03F3854N,01F3590S,1
01H0579N,03F0525S,1
03F0961S,01F3227S,3
01F0509S,05F0287S,3
03F1051N,01F0339N,19
01F2866N,01F1123N,3
03A0015S,01F0532S,1
03F2840N,01F2011N,3
01F3696N,01F2089N,11
03F0648S,03F3445S,3
01F3696N,01F3366N,499
01F2394N,01F1802N,82
01F2249S,01F2674S,2
03F1739S,03F1739S,245
03F0498N,03F0301N,88
01F2011N,01F0509N,9
01F0264S,03F0783S,3
01F3460N,01F0584N,2
01F2514N,01H0200N,1
03F1128S,03F1332S,1
03F1485S,03F1710S,1
01F2714N,01F0339N,4
01F0633N,05F0309S,11
05F0438N,01F0213N,1
03F4021N,01F1839N,1
01F3398N,03F4142S,3
01F0155S,01F0681S,12
03F3496S,01F3398S,7
01F0980S,03F1779S,48
05F0287N,03F0201S,13
03F0648S,03F4168S,1
01F0147S,01F0182S,248
03F3445N,03F2985N,53
03F2078N,03F1710N,23
01F0664S,01F1389S,4
01F2322N,01F0750N,1
01F0147N,05F0439S,1
03F0087S,03F0158S,3
01F2011N,01F0155N,2
01F0509N,03F0201S,1
01F0029S,03A0041N,48
01F1774S,03F2923S,3
03F2777N,03F1941N,3
01F3083N,01F2483N,17
01F3227S,01F3398S,101
01F0750S,01F1960S,7
01F0928S,03F1128S,222
03F4142S,03F2066N,1
01F3083N,03F0447N,4
01F1839S,01F2930S,6
01F1465N,03F0559N,17
01F0928S,03F1022S,275
03F2535S,03F2840S,14
01F3252N,03F2415N,1
03F2194S,01F3398S,1
01F0509S,01F0578S,661
03F0648S,01F1906N,3
05F0287N,03F1633S,1
03F1395N,01F0256N,2
01F3227S,01F3286S,783
01F0880S,03F1257S,15
03F0648N,03F0301N,64
03F2100N,01F2603S,9
01F0155N,03F1633S,1
03F2614N,01F0467S,1
01F0248S,01F0664S,34
01F2425N,01F1389N,5
01F0182S,01F3185S,3
01F2425N,03F2306S,1
01F0509S,03F1161S,5
03F1022N,01H0271N,17
03F3392S,01F3590S,8
01F3286N,03F1941N,1
01F0061S,03F0525S,28
03F2078N,01F1664N,4
01F2322S,01F3126S,13
01F1906S,03F3392S,1
03F0648N,01F0928S,1
01F2483N,01F0664N,1
01F0155N,03F0201S,12
01F3252N,03F0301N,1
03F2100N,01F0681N,1
03F3101N,03F0559N,2
03F3743N,01F3227N,11
03F0559S,01F0339N,2
01F1774N,03F1860S,3
01F2011N,01F1725N,46
01F1960N,01F0557N,1
03F0394N,01H0579S,1
03F2078N,01F2322S,7
03F2066N,01F2425S,3
01F0099S,01F0256N,1
01F1725N,03F1128N,11
03F1633S,03F3101S,1
01F3185S,01F3590S,246
03F3496S,03F3916S,43
03F4168N,03F3392N,3
01H0305S,01F3640S,8
03F3187S,03F2100N,1
01F1465N,01H0208N,4
01F1572S,01F2322S,1
01F3590N,03F2709N,1
03F2194S,03F3916S,2
05F0309N,01F1774S,4
01F0293S,01F2603S,6
05F0309N,01F0557S,15
03F1215S,03F2306S,1
01F2514N,01F0532N,2
01F3227S,03F3916S,6
03F0648S,01F0928N,3
01F1725N,01H0271N,76
01F2249N,05F0309S,1
01F2156N,01F1839N,188
01F2089N,01H0579N,1
01F1906S,03F3743S,5
03F4263S,03F4263S,106
01F0633N,01F0005N,15
01F0256N,03F0054N,6
03F3916S,03F4142S,101
01F3252N,01F1839N,18
03F3496N,01F2089S,1
03F1651N,01F0532N,2
01F2603N,01F1389N,6
03F1651S,01F3227S,3
