target,source,flow
01F0750N,01F0578S,2
01F0061S,01F0182S,423
01F0532S,01F3525S,5
03F1161N,01F0293N,4
01F3126N,03F2100S,4
01F1045N,01F0155N,2
05F0309N,01F3640S,3
03F4021N,03F2747N,1
01F2011S,01F2930S,6
01F1906S,01F2011S,202
01H0305S,01F1774S,43
01F1774N,03F0021N,8
03F3588N,03F3392N,4
01F0633S,01F2322S,3
03F3916N,03F2125N,8
01H0305S,01F0557S,205
03F1395N,01F1725S,1
03F0498N,03F2129S,1
03F1992N,01F2394S,25
03F4232N,03F0698N,2
01F1621N,01F1621N,565
01F1621S,01F2156S,7
01F3676N,01F3185N,1
03F2415N,01H0579N,1
01F3736N,01F3640N,66
01F3083S,03F4018S,2
01F2394N,01F1906N,32
03F1992N,01F0880N,1
01F0005S,03F4263S,1
03F4021N,03F2415N,1
03F3496N,03F1860N,3
03F2923N,03F0338N,2
01F2394N,01F0467N,6
03F3496N,03F2447N,7
01F0339S,03F2985S,2
01H0447N,01F0467N,1
03F0394S,03F0525S,1525
03F1215N,03F1128N,84
01F1802N,01F0293N,16
03F1739N,01H0200N,7
01F0467S,01F1465S,7
01F0248S,03F2923S,2
03F0337S,01F3227S,6
01F1045N,01F0509N,49
03F1651N,03F1485N,39
01F0099S,01F1725S,6
03F2079S,03F2614S,15
01F0061N,03A0041N,1
01F2866N,01F2714N,45
01F0750N,05F0287S,7
03F0337S,03F3496S,1
01F1664S,01F2603S,19
01F3286N,01F0979N,4
01F1572N,03F0559N,5
03F2260N,03F1991S,1
03F1215N,01H0271N,7
01F3398N,03F2306N,1
03F3916S,03F4018S,82
05F0438N,01F0029N,4
03F1739N,01F0532N,2
03F2985S,01F3366S,5
01F0950S,01F1045S,10
01F0413N,01F0017N,2
03F2777N,01F0979N,1
01F2425N,03F2066N,1
01F0664S,03F1860S,5
01F2394N,03F0394N,12
03F3307N,03F2535N,1
03F2260N,01F2156S,10
03F0559S,03F0648S,1001
03F0136S,01H0174N,1
01F3286S,03F4018S,17
01F0339N,01F0099N,2
01H0174N,01F0029N,200
03F1779S,01F2483S,2
03F2614N,01F0880N,1
01F0633N,01F0664S,2
03F2152S,03F3392S,12
03F0996N,05F0494S,1
03F0783N,01F2714S,1
01F2011N,03F1257N,1
01F2322S,01F3019S,6
03F4232N,01F3676N,2
01F2483N,01F1292N,1
01F0376N,03F0301N,21
03F2415N,03F0525N,3
03F0961N,03F0338N,144
01F2011S,03F2535S,2
03F2231N,01F2089S,15
01F0664N,01F0155N,6
03F0559N,03F0559S,1
01F0557S,01F0664S,21
03A0015S,03F1779S,5
03F1779S,03F3854S,3
03F4259N,01F2089N,2
03F0525S,03F1128S,10
03F2614S,03F4232S,3
03F4259N,01F3366N,4
01F0750S,03F2840S,2
03F2336N,03F0338N,4
01F0880S,03F2066S,1
01F3185N,01F2483N,63
01F0664N,01F0509N,154
01F2394N,01F0928N,1
01F1621S,03F1991S,2
01F0264S,03F2614S,1
01F1572N,01H0208N,1
03F2152S,03F3670S,11
05F0309N,01F2514S,1
03F2535N,01F0005N,1
03F1633N,01F0339N,10
03F1992N,01F3686S,4
03F2066S,03F2447S,46
01F0099S,03F0136S,47
03F3496S,03F3588S,6
01F1906N,03F1651N,1
03F0525S,03F1022S,23
03F1651N,01H0200N,4
01F3525N,01F3398N,247
01F0509N,01H0271N,257
03F0525S,03F0525N,5
01F0980S,01F0532S,1
03F0698S,03F1633S,5
03A0041S,01F1465S,5
05F0528N,01F0584N,1
03F0996S,03F2985S,1
01F2514N,03F2194N,3
01F3286S,03F4142S,12
03F1739N,03F1485N,42
03F2152S,03F3743S,29
01F2674N,03F0698N,1
03F0217N,03F0021N,144
01F1802N,03F1779S,1
01F2514S,01F2866S,36
01F3185N,03F0447N,11
01F3227S,03F3588S,2
03F2231N,03F1860N,57
01F0293N,01F0155N,202
01F3227N,03F2261S,1
01F0155S,03F1651S,1
01F0264S,01F0928S,87
03F0559S,01F1960S,13
01F0633S,01F2156S,3
03F4232N,03F2194N,1
01F2425N,03F0140N,4
03F1944S,01F2514S,3
03F4168N,01F3676N,2
05F0287N,03F0217S,107
01F3525N,01F0017N,2
03F0116S,05F0309S,23
01F1389S,01F1664S,93
01F0880N,01F0664N,346
01F1621S,01F2322S,1
03F1485N,03F0996N,1
01F3398N,01F3019N,21
01F0264S,03F0301N,1
01F2425N,01H0608N,1
03F4259N,03F0961N,2
03F1779S,01F3525S,1
03F2260N,03F1710N,3
03F2153N,03F2066N,374
03F2194S,01F0557N,1
03F0087S,03F0116S,45
01F3286S,03F4142N,3
01F0233N,05F0309S,82
03F1633S,03F2152S,7
03F0996S,01F3252S,6
01F0664S,01F0681S,1451
03F2985N,03F0447N,2
01F1465S,01F2483S,1
01F1960N,01F0233N,11
01F0099N,03F0116S,2
03F0201N,05F0000S,5
01F0928S,01F3185S,17
03F4259N,03F2923N,3
01F1774S,03F2153N,1
01H0579S,03F1395S,3
01F3460N,03F3496N,1
01F2866N,01F0681N,1
03F1257S,03F1395S,44
01H0206S,03F1051S,5
03F1485S,01F1621N,1
03A0041S,03F1257S,1
01F1465S,01F1802S,42
05F0287N,03F0846S,21
03F0783N,03A0015N,5
03F0961S,01F0928N,2
01F1045S,03F1633N,1
03F0648N,03F0783S,1
01F0928N,01F0293N,102
01H0206S,03F2100S,7
01F0256N,01F0061N,112
03F1485S,03F1739S,56
01F0532S,01F1802S,21
01F2483N,03F1739N,2
01F2322S,03F3743S,5
01F0248S,03F1215S,1
03F0648S,03F3496S,2
03F0301S,01F0979N,8
05F0309N,01F0017N,10
03F1022N,01F0956N,8
01H0305S,01F0633S,164
01F0248S,01F2866S,1
01F0664S,01F1123S,25
01F0155N,03F0846S,1
03F0648S,01F3227S,5
03F3101N,01F2089S,1
01F0532S,01F2483S,4
01F3460S,01F3460S,420
01F0182S,03F1128S,1
01F2249N,03F2153N,5
01F0980S,03F1651N,2
01F0293S,01F2714S,4
03F0961S,03F3445S,2
03F2260N,01F2322S,3
03F2535N,03F2153N,16
03F2777S,03F2985S,3
03F1395N,03F1395N,159
01F1045N,03F0846N,36
01F3185N,03F3307N,47
01F0182S,03F1022S,4
03F2923S,03F3187S,6
03F3670N,01F3227N,2
03F2840N,03F1651N,1
01F0182S,03F0525N,1
01F1906S,03F2261S,4
01F2866N,01F2322N,10
03F1944S,01F3640S,11
03F0698S,03F2235S,1
03F2260N,01F1664N,1
01F0029S,01F0293S,14
03F2535N,03F2306N,37
03F3101N,03F2447N,3
03F1257N,01H0271N,4
01F0557N,05F0000S,2
01F2674N,03F2194N,1
01H0206S,01F1725S,54
03F2100N,01F1123N,1
03F1710S,03F2235S,7
01F1906S,01F3126S,7
01F2514N,03F0698N,3
03F3101N,03F1860N,1
01F3640N,01F3590S,1
01F2322S,03F3392S,1
01F1123N,01F0339N,13
01F1725N,01F0956N,1
03F2152S,01F3019S,5
03F2306N,03F2066N,45
01F3696N,03F2614N,9
01F1960N,01H0333N,1
01F2394N,01F1960N,1
01F0980S,01F2249S,17
03F2306S,03F3307S,2
03F0447S,03F0525S,1558
03F1257N,03F1128N,57
01F0467S,03F1257S,4
01F1839S,01F3590S,32
01F0339S,01F3252S,4
01F0155N,03F0217S,18
01F2322N,03F1941N,6
01F0633S,03F1991S,4
01F0532S,03F3854S,2
01H0447N,01F0099N,23
01F0233N,01F0005N,336
03F4259N,03F2614N,2
03F0338N,01F0017N,34
01F0017S,01F0467N,1
03F3588S,03F4142S,62
01F1774S,03F4018S,1
03F2066S,01F2674S,1
03F0337S,01F0928N,1
01H0305S,01F1621S,11
03F4232N,01F0532N,1
03F1860N,03F0301N,2
01F0005S,03F0136S,66
01H0174N,03A0041N,20
01F3185N,03F0150N,2
01F2674N,01H0200N,1
03A0015S,01F2249S,1
01F1802N,03F1651N,112
01F3286N,01F2827N,46
01F0005S,03F1051S,2
03F1022N,03F0846S,2
01F0880S,01F1465S,17
01F2483N,03F2066S,2
03F0116S,01F0005N,1
01F1123S,03F3496S,1
03F2194N,01F1774N,1
01H0163S,01H0163S,757
01F0264S,03F2129S,3
03F1992N,03F0338N,7
01F2714N,03F2840S,1
03F0116N,03F0525N,1
01F3083N,03F3307N,1
01F2322N,01F0979N,2
01F1123S,01F3227S,5
01F3227S,03F3445N,1
01F1802S,03F1128N,1
01F1572S,03F1991S,1
01F1664S,01F2714S,8
03F2153N,01F1389N,2
03F1651N,03F0698N,15
01F0248S,01F0376S,2021
03F3445N,03F1710N,1
01F0376S,01F0509S,16
03F2100N,03F1633N,18
03F0158S,03F1991S,1
03F0201N,01H0447S,1
01F0509S,01F2425S,13
03F0559N,03A0015N,13
01F1960N,01F0633N,6
01F1839N,03F0525N,5
05F0309N,01F0633S,2
01F3019N,01F2394N,3
05F0528N,01F0061N,4
01F3640S,03F4142N,7
01H0206S,01F0256N,1
03F4232N,03F3392N,12
05F0287N,03F2235S,1
01F1123N,01H0447N,1
03F2614S,01F3686S,12
01F0880N,01F1465S,1
03F1651S,01F0928N,1
01F1774S,03F4142S,3
03F3588S,03F4018S,65
03F1992N,03F4232S,3
05F0055N,01H0447S,5
01F0293S,03F0559S,11
01F3227N,03F3670S,4
03F2079S,03F2129S,201
01F0664S,03F1651S,8
01F0467N,01F0293N,340
03F0337S,01F1906N,1
03F3307N,03F2260N,4
03F0337S,01F0467N,11
01F1664N,01F2011S,2
03F2231N,03F0559N,9
01F3590N,01F1465N,1
03F3496N,01H0208N,1
03F2306S,03F2125N,2
03F0559S,03F2840S,11
03F0087S,01F0248S,16
03F2336N,01F0880N,1
01F1774S,01F2866S,6
01F1839N,01H0579N,2
03F1651S,03F3445S,1
01F0557S,03F1215S,1
03F2100N,03F1051N,13
03F2152S,03F2261S,245
03F0158S,01F2156S,2
01F0005S,01F1725S,9
01F0557S,01F2866S,1
03F0337S,03F4168S,2
01F0467S,03F2066S,4
01F3696N,03F2923N,15
03F1739N,03F0698N,14
01F2011S,01F3590S,29
01F0339S,01F2827S,1
01F1572S,01F2156S,5
01F3696N,03F0961N,3
01F1292N,01F0509N,12
03F3445N,01F1664N,1
03F2125N,01F0256N,3
01F1906S,01F3019S,9
03F2336N,01F2394S,1
03F1485S,03F1485S,265
03F0698S,03F0846S,374
01F0213N,03A0015N,4
03F2152S,01F3126S,1
03F2447S,03F3101S,9
01F0061N,01F0029N,139
01F0532S,01F0509N,11
03F2078N,01F2156S,32
01F1465N,03A0041N,1
05F0438N,03A0041N,70
03F0158S,05F0000S,388
03F3259N,03F3211N,5
01F3398S,03F4142N,2
03F1651S,01F1906N,9
03F2447N,03F2415N,51
01F3590N,03F3101N,2
01F2011N,03F0846N,1
01F3696N,03F2336N,1
03F2614N,03F0338N,1
03F0525S,01F3185S,2
03F0394S,01F3083S,4
01F2930S,01F3185S,383
03F2336N,01F0750N,2
03F0961S,03F2125N,2
03F0337S,03F3307S,1
01F0681S,03F1161S,4
03F0394S,01F2514S,9
03F0648S,03F1161S,12
03F4232N,03F2985N,20
01F0467N,03A0015N,2
01F0509S,03F0394N,53
03F0337S,01F2425S,18
01F2930N,01F2866N,11
01F3185N,01F2930N,407
01F1572N,01F1572N,201
03F0648N,01F0633N,22
01F0293S,01H0579S,71
03A0041S,03F2535S,1
01F0413S,01F0557S,2
01F0376N,01F0233N,1835
03F4232N,03F1991S,1
01F0664S,01F1839S,1
01F0681N,03F0338N,30
03F1161N,03F1051N,111
01F0376N,03F0116S,58
01F3398N,03F3211N,1
03F0559S,01H0579N,1
01F0467S,01F2930S,2
01F3227N,01F2394N,4
01F2603S,03F4232S,1
03F1860N,03F0201N,2
03F0498N,01F0248S,3
01H0174N,01F0061N,504
01F3252N,01F2249N,11
01F2714N,03F0525N,4
01F3460N,03F1860N,1
03F1128S,01F3640S,4
01F0557S,01F3525S,1
03F1992N,03F1941N,1075
01F2866N,01F0293N,2
01F3460N,03F2447N,1
01F1621N,03F0217N,3
01F1774S,01F3525S,14
03F3187N,03F2153N,1
03F2078N,03F1485N,2
03F2100N,01H0579S,1
01F2394S,01F3590S,5
03F0846S,03F1485S,2
03F3259S,01F3366S,3
03F2261S,01F3640S,5
01H0579N,01F0557S,1
01F0633S,01F2674S,1
01F1802N,03F1051N,9
03F2840S,01F2827S,1
03F1651S,01F2425S,4
03F1051N,03F0525N,15
03F2260N,03F0698N,2
03F0338N,03F0116N,1
03A0015S,03F0559S,31
03F3916N,01F0099N,1
01F0017S,01F0099S,100
03F1651S,03F3307S,1
05F0528N,03A0041N,33
03F0648S,03F3259S,1
01F2089N,01F0339N,10
01F0467S,01F0750S,94
01F3640N,01F0664N,7
03F4259N,01F2514S,2
01F2514N,01F1664N,9
01F3366N,01F0339N,1
03F3187S,03F3101N,1
01F0182S,01F1960S,2
01F0664S,01F2011S,5
05F0001N,03F0846S,3
01F1802N,03F1633N,59
01F0750S,01F3185S,3
03F0525S,03F0648S,205
01F0509S,03F3445S,1
01F3019N,03F3392S,3
03F2923N,01F0750N,1
01F3460N,03F2079S,4
01F2514N,03F1710N,2
03F1710S,03F3101S,2
01F0017S,01F2425S,1
03F1128S,01F3083S,3
05F0309N,03F0525S,74
01F2866N,01F2011N,13
01F3185S,01F3676S,2
03F1051N,01H0579N,5
03F1128S,01F2514S,4
03F2100N,01F2249S,6
01F0467S,03F2535S,4
01F0980S,01F2714S,9
01F0928N,01F0681N,62
03F4259N,01F3640S,1
03F0136S,01F3366S,1
03F0006S,01F0256N,1
03F1395N,03F1161N,3
01F2714S,01F3185S,40
01F2714N,01H0579N,3
03F0158S,01H0200N,1
03F2261S,01F2514S,2
03F0447N,01F0750S,2
03F0447S,01F1621S,13
03F1991S,03F2306S,1
03F2261S,01F3083S,1
01F3126S,01F3640S,64
01F3696N,01F0557S,1
01F3696N,03F2535N,5
01F3640N,03F3187N,23
03F0559S,03F1022S,58
03F1395S,03F1633S,12
03F2100N,03F1651N,35
01H0610S,01F1774S,2
03F3259N,03F2923S,1
01F0061S,01F0557S,57
03F0559S,03F1128S,36
01F0061S,01F1774S,11
01F3019N,03F3743S,1
03F0559N,01F0293N,20
01F2156N,01F0233N,2
05F0438N,01F0061N,26
03F0394S,01F3640S,18
01F2425N,03F0150N,1
01F0880S,01F3590S,8
03F1941N,03F0648N,1
01F0233N,01F0155N,519
03F1332S,01F1960S,9
01F2674N,03F1991S,5
01F0532S,01F0664S,145
01F0155S,03F0447S,4
01F0293S,01F2249S,3
03F2078N,01H0200N,1
01F1572N,01H0174N,1
03F2194N,03F1215N,1
01F0584N,01F1725S,1
03F0996N,03F0447N,2
05F0001N,03F0217S,44
01F3525N,01F2089N,17
01H0579S,01F2322S,3
01F3525N,01F3366N,541
03F4259N,01F3398N,3
03F2447N,03F2078N,5
03A0041S,01F0750S,8
01F3398N,03F3854S,3
03F3445S,01F3286N,15
01F2156N,03F3916S,1
01H0174N,01H0174N,1267
03F0006S,01F1725S,5
03F1779S,03F4142S,3
01F1802N,01F1123N,50
03F0846S,03F1739S,7
01F1802S,03F2152S,4
03F3854N,03F2066S,1
03F1992N,03F1332N,8
03F0140N,01F0264S,5
01F3696N,01F3398N,167
01F0928N,03A0015N,2
01F0532S,03F2923S,2
03F0996S,01F1045S,385
01F1621N,05F0055S,1
03F4232N,01F3083N,4
03F0648N,01F0233N,35
03F4021N,01F0633N,1
03F1128N,01F0956N,2
03F0447S,01F0633S,4
03F0394S,01F1774S,94
01F3252N,01F0233N,4
05F0055N,01H0200N,1
01F0061S,01F3640S,1
01F3286S,03F3854S,82
05F0309N,01F0182S,15
03F2840N,03F1633N,1
03F0394S,01F0557S,108
01F1389S,01F3252S,3
03F2535S,01F3185S,6
03F2306S,03F3445S,11
01F3590S,03F4232S,37
03F3916N,01F3227S,1
01F3590N,01F2156N,3
01F3590N,01F0376N,1
03F1332S,03F2840S,1
03F2614N,01F0979N,1
03F2100S,01F3366S,2
01F0584N,01F0256N,27
03F2079S,03F2078N,1
01F3696N,01F3640S,2
03F0006S,03F2100S,2
03F1633N,01H0579N,2
03F2840S,01F3252S,6
01F0557N,01F0532N,1046
03F2129S,03F2840S,125
03F2306N,03F0447N,1
01H0305S,03F0525S,9
01F0664S,03F3743S,3
01F0248S,01F3525S,2
01F0681N,01F0413N,1
01F2249S,01F2322S,76
03F2066S,01F2156S,2
03F0961S,01F2425S,3
01F1389N,01F0467N,3
01F1292N,05F0309S,1
01F0664N,01F0376S,1
01F0509S,01F0980S,1
01F0750N,03F0394N,46
03F0996S,01F1664S,24
01F3398N,01F1725N,3
03F0961S,03F3307S,1
01F1664S,01F2249S,15
03F1779S,03F4018S,2
03F3445N,03F0698N,2
01F0467S,01F1292S,16
03F4021N,01F2249N,3
01F3083N,01F2930N,414
03F0525N,01F0557S,6
01F0147S,01F0557S,2
03F2535N,03F0846N,1
01F2249N,03F0846N,1
01F1802S,01F1906S,19
03F2078N,01F2674S,2
03F0698N,01H0271N,1
01F0557N,01H0200N,108
03F1633S,03F1633S,649
01F3460N,01F3252N,5
03F0394N,03A0015N,32
03F2153N,03F0447N,4
01F2322N,03F0338N,3
03F2923S,01F3019S,2
01H0447N,05F0287S,19
03F1992N,01F0979N,11
01F0339S,01F1045S,59
01F1045S,01F2249S,1
01F1389N,03F0394N,9
03F0648N,01H0333N,1
01F0578S,03F0559N,1
01F3286N,01F0880N,2
03F0525S,01F0339N,13
01F0256N,03A0041N,3
03F1128S,01F1774S,12
01F0750N,01F0467N,125
03F3854N,01F2674N,9
03F0498N,01F0233N,32
03F1860S,01F1465N,1
01F0155S,01F0413S,3
03F0006S,03F0136S,100
01F0750N,01F1906N,1
03F0087S,03F0783S,1
03F1633N,03F0525N,5
03F2415N,01F0339N,6
01F0339S,01F1664S,44
03F0217S,03F1739S,1
01F1572N,01F0061N,1
03F0201S,03F0201S,240
03F1779S,01F2866S,8
01F1725S,01F3366S,1
01F3590N,03F0648N,3
05F0528N,01F2089S,1
01F3286S,03F3211N,1
05F0438N,01H0174N,1
03F0116N,01F1960S,1
01F1389N,01F0928N,19
03F0783N,01F0293N,8
03F0559N,01F0532S,1
01F0061S,01F2514S,1
03F2985N,03F2066N,9
01F3083S,03F3854S,9
01F0264S,01F1572S,1
01F1465N,01H0174N,2
03F2415S,01F3590S,2
03A0041S,01F1292S,5
03F1739N,03F1710N,437
03F2152S,03F3187S,2
03F2231N,01H0174N,1
01F2866N,03F1651N,1
01H0579N,01F0017N,12
03F2840N,01F2322N,6
03F2078N,03F0698N,2
01F2514S,01F3525S,6
03F3854N,03F3187N,15
01F3083S,01F3525S,34
01F0750N,01F0099N,4
03F1051S,01F2089S,6
01F0293N,01F0005N,5
03F0559N,01H0579S,3
03F0158S,03F1395S,4
01F2089S,03F3916S,1
03F2923N,03F1941N,1
03A0041S,01F3590S,1
03F0136S,01F2089S,2
03F1779S,03F2923S,4
01F3525N,03F2614N,3
03F2535N,01F0155N,2
01F1774N,03F2261S,1
01F3460N,03F0559N,4
03F1485N,03F1215N,45
01F3590N,01F2866N,1
01F0509S,01F3227S,4
01F2674S,01F3460S,18
03F0525N,01F0633S,1
01F2425N,03F0447N,14
03F2260N,03F1485N,1
05F0000S,05F0494S,2
03F2066N,01F1802N,5
03F3445N,03F2194N,2
01F0061N,01F0061N,907
01F0532S,03F4018S,2
01F0029S,01H0174N,1
03F2066S,01F2322S,1
03F4021N,03F2078N,1
01F3185N,03F2066N,3
01F1123S,01F2425S,8
01F0293S,03F1779S,1
03F2535N,01F0509N,6
01F2089S,01F3286S,10
01F0664N,01F0005N,3
01F0155S,01F1839S,1
01F1123N,01H0579N,11
03F1332N,03F0648N,1
01F2249N,01F0509N,6
01F0256N,01F0213N,488
01F3019S,01F3083S,108
05F0438N,01F0584N,2
01F1465N,01F0584N,6
03F2923N,03F2777S,2
01F0664S,01F3019S,4
03F0116N,03F0648S,1
03F0698S,03F2152S,5
01F1960N,01F1839N,917
03F1710S,03F2152S,14
03F0961S,03F1161S,33
01F2156N,03F2078N,4
05F0001N,03F1633S,1
01F1664N,03F1860S,14
03F1633S,03F2235S,1
01F0248S,03F3854S,3
03F2923S,03F3670S,6
03F2260N,01H0200N,1
03F1161N,03A0015N,1
01F2603S,01F3686S,16
03F1051S,03F2079S,10
03F0394S,01F0633S,5
03F0447S,01F1774S,36
03F2100N,01F0293N,2
05F0055N,05F0001N,7
03F0447S,01F0557S,89
01F0633N,01F0509N,628
03F1860N,01F0233N,5
03F4168N,01F3083N,1
03F2614S,03F2777S,56
01F1123N,03F1022S,21
01F0467S,01F3590S,6
01F0750S,03F1022S,19
01F1123N,03F0525N,4
03F1739N,03F1991S,1
03F2336N,03F1941N,17
03F1860S,01F3252S,8
01F2089S,01F3398S,7
03F2923S,03F3743S,57
03F0087S,03F2129S,1
03F3854N,01F0664N,3
01F0750S,03F1128S,17
01F3019S,01F3640S,75
03F2194S,03F2614S,29
05F0001N,03F0201S,10
01F0928S,01F1960S,31
03F3307N,03F2336N,1
01F0633S,03F2447S,1
03F3916N,01F1802N,2
03F0525S,03F2840S,3
01F3286S,01F3525S,340
01F3252N,03F3445N,14
01F3696N,03F2260N,10
01F2394S,01F2930S,1
03F2535N,01F1725N,1
01F0664N,01F0664S,1
01F1960N,03F2129S,57
03F1710N,03F0021N,1
01F2249N,01F1725N,13
01H0271N,03F0201S,1
01F1802N,03A0015N,1
01F3083N,01F1389N,2
03F0846N,03F0217N,27
01F3185S,03F3187N,2
01F0248S,01F2483S,1
01F0880S,03F2535S,1
03F0301S,01F3686S,5
03F1485N,03F1022N,1
03F2336S,03F2535S,7
03F1992N,01F0750N,1
03F3211S,01F3366S,1
03F2261S,03F2709S,1
01F0633N,01F0155N,8
01F0532S,01F2866S,5
01F3640N,01F2514N,6
01F0980S,01F2603S,23
03F2923S,03F3392S,21
01F2827N,01F1802N,3
03F0559S,01F3185S,9
01F1725N,03F2152S,1
01F0061S,01F1621S,1
01F0248S,01F1802S,39
01F0532S,03F1215S,3
03F0217N,01F0147S,1
03F2231N,01F1572N,1
05F0528N,01F0029N,4
03F2840S,03F2985S,120
01F1045N,01F0005N,6
03F3307N,03F2923N,32
01F0339N,05F0287S,1
01F0155S,01F2011S,2
03F2840N,01F2603S,7
01F3398S,01F3525S,199
03F0846N,01F0155S,2
01F0880S,01F1292S,44
03F1257S,03F1991S,2
03F1128N,01H0271N,11
01F0578S,03F2079S,3
01F3525N,03F0961N,1
03F0394S,01F1621S,14
01F3559N,01F3286N,6
03F1215S,03F2336S,3
01F1725S,03F1860N,1
03F3916N,03F0394N,1
01F2930N,01F2156N,2
03F3187S,01F3252S,22
01F0928S,03F2840S,3
03A0015S,01F2603S,3
03F0498N,03F0201N,15
01F1664N,03F0021N,3
03F0525S,01F1960S,8
01F0256N,01F0029N,30
03F4259N,03F2260N,1
01F1839N,01F0339N,8
03F3259N,01F2866S,1
03F0337S,01F0578S,24
01F0293N,05F0309S,2
03F3445N,03F3392N,106
03F1128N,03F1128N,271
03A0015S,03F0301S,66
03F1161N,01F0681N,2
01F3525N,03F2336N,2
03F2079S,03F3916S,1
01F2514N,01F2156S,1
01H0579S,03F1991S,6
03F2777N,03F0338N,1
03F3445N,01F0532N,1
01H0271N,01H0271N,1652
03F2066N,01F0467N,2
01F3185N,01F1389N,4
03F2260N,03F2194N,134
03F4142N,03F3854N,102
01F3590N,03F2100N,1
01F2674N,01F1664N,1
01F1725S,01F2089S,25
03F2066N,01F1906N,28
05F0438N,03F0054N,5
03F3496N,03F3496N,527
03F2415S,01F2930S,2
01F1572N,01F0584N,8
01F0061S,01F0633S,34
03F0447S,01F3640S,18
01F0664N,05F0309S,1
03F2415N,01F1960S,5
03F2153N,03F0150N,1
01F0664S,01F3126S,1
01F3525N,03F2923N,3
01F3640N,01F2674N,77
01F1802N,01F0681N,2
01F0029S,01F0061N,2
03F2336N,01F0979N,5
03F2923N,03F1332N,2
03F0201S,03F0217S,27
03F0136S,03A0041N,628
01F0578S,01F2089S,5
01F2603N,01F2483N,299
03F1215S,03F2415S,7
01F3590S,01F3686S,1861
03F3743N,01H0271N,1
03F2306S,01F3227S,8
01F3227S,01F3736S,3
03F1860S,01F2827S,2
01F2827N,01F0467N,1
03F2100S,03F1860N,2
03F2066N,03F0394N,4
03F0087S,01F0928S,2
01F0413N,03F0525S,3
01F0264S,03F3916S,2
01F0248S,01F0509N,3
03F4232N,01F1664N,5
03F2306S,03F3496S,6
01F0633S,03F1395S,5
03F1860N,01F0633N,2
03F3307N,03F2614N,7
01F3736N,01F2394N,1
03F2447N,01F0633N,1
01F2483S,03F3101S,1
01F2603N,03F0447N,6
01F2011N,01F0005N,2
03F0150N,03F0116N,5
03F0447S,01F3083S,1
03F4168N,03F2985N,1
01F2394N,03F2125N,13
03F1779N,03F0021N,3
03F0447S,01F2514S,15
01F1774S,03F3854S,3
01H0174N,03F0054N,55
03F0846S,03F1710S,2
03F0648N,03F0201N,8
03F2306N,03F0150N,1
03F3588S,03F3854S,298
03F2100S,01F2089S,14
01F2514N,03F1991S,11
01F0017S,05F0287S,6
01F1960N,03F0301N,2
01F1774S,01F1802S,384
03F1395S,03F2235S,1
01H0579S,01F2156S,3
01F3640N,03F2066S,2
01F1045N,05F0309S,2
01F3286N,03F0338N,1
01F0293S,01F0532S,9
03F2066N,01F0928N,3
05F0287N,03F2152S,2
01F1725S,03F2079S,1
01F0557S,01F1802S,5
01F0681S,01F2425S,1
01F1774S,01F2483S,11
01F0928N,03F0559S,1
01F1621N,03F0996N,2
03F0525N,01F0017N,12
01F0264S,01F3286S,2
01F1802S,03F3101S,3
03F0648S,01F2425S,12
01F3366S,03F3588N,1
01F0182S,03F0648S,6
01F1839S,03F2066S,2
03F0201S,03F0846S,1
03F2261S,03F2260N,17
03F3743N,03F3743N,261
03F2923N,01F0979N,3
03F0337S,03F1161S,11
03F2336N,03F1332N,5
03F0648N,01F0557N,2
01F2322N,01F0880N,3
03F1651S,03F3259S,1
03F2415S,03F2535S,53
03F4021N,03F3445N,3
03A0015S,03F0783S,4
03F1215S,01F1839S,1
01F2514N,03F2153N,6
01F1621S,01F3525S,1
01F2930S,03F4232S,2
03F1215N,01F0155S,1
01F3696N,01F2674N,45
01F0029S,03F0136S,21
01F0264S,01F0532S,9
03F1860N,01F0293N,3
03F2100N,01F0233N,3
03F3211N,01F2425N,1
01F0029S,03F1051S,1
03F2840S,03F3259S,8
01F0339S,01F0099N,1
01F0980S,03F2614S,5
01F2156N,03F1651N,5
03F2777S,03F3445S,4
03F1022N,03F0217N,7
03F1944S,03F2535S,6
03F2447N,01F0293N,1
01F1465S,03F1991S,1
03F3101S,03F3187S,12
03F2078N,01F0509N,3
01F2249S,03F4018S,1
01F0532S,01F2156S,7
01F1664N,05F0494S,3
01F2866N,01F0557N,1
01F0509N,05F0055S,1
03F1779S,01F2322S,4
01F3185S,01F3640S,281
01F1292S,01F3686S,3
01F2603S,01F3185S,38
03F4168N,03F2306N,2
01H0305S,01F3590S,7
03F2100N,01F3286S,1
03F1395S,03F1739S,4
01F2011N,03F1710N,11
03F2194S,01F2603S,1
03F3392S,01F3640S,50
01F1725N,03F0217N,3
03F0447S,01F1465S,12
03F2336N,01F0147N,1
01F2089N,03F1332N,3
01F3286S,03F3392N,4
01F3126N,03F1860N,4
01F2714N,01F0880N,1
01F2483N,03F2336N,1
03F4142N,01F2483N,1
03F2066S,03F2923S,34
03F0559S,01F3686S,13
03F0301S,01F3185S,2
03F2152S,03F2306S,32
03F1860S,01F2425S,31
01F1389S,03F3259S,1
03F0394S,03F1257S,13
01F2483N,03F0961N,1
03F4142N,03F0447N,1
01F1906S,03F2066N,2
03F0394S,01F3676S,2
03F1860S,03F3307S,5
03F2535N,03F0698N,1
03F1051N,01F0880N,114
03F0158S,01F0509N,2
01F3590N,01F3559N,23
03F2777S,03F4168S,2
